,Combined_Equity
2008-09-17,96152.29537403773
2008-09-18,96479.62870874595
2008-09-19,97555.84959221917
2008-09-22,97100.38444987475
2008-09-23,96582.20276515819
2008-09-24,96393.3692964224
2008-09-25,96764.79783433967
2008-09-26,96819.51985531842
2008-09-29,95835.22235752686
2008-09-30,96003.72038274758
2008-10-01,96282.16909261723
2008-10-02,94936.80748840183
2008-10-03,94676.61556522509
2008-10-06,94561.387052945
2008-10-07,93923.03790856659
2008-10-08,93707.90608764102
2008-10-09,92262.54250150919
2008-10-10,91053.67464374089
2008-10-13,93057.48323490779
2008-10-14,92641.25633644455
2008-10-15,91169.13023107758
2008-10-16,91237.06645921487
2008-10-17,90486.02581721297
2008-10-20,91861.45511819713
2008-10-21,90835.20169667431
2008-10-22,89355.62777448466
2008-10-23,89341.89373292986
2008-10-24,88838.00630424688
2008-10-27,88039.24969381641
2008-10-28,90339.57903634543
2008-10-29,90019.5367801156
2008-10-30,90458.02815630742
2008-10-31,90378.26360948279
2008-11-03,90438.94549206289
2008-11-04,91984.51103078824
2008-11-05,90726.4875839478
2008-11-06,89638.69590563161
2008-11-07,90282.63602385503
2008-11-10,90103.30016521695
2008-11-11,89381.4795858012
2008-11-12,88230.4787899486
2008-11-13,89713.95832571283
2008-11-14,88833.40874336116
2008-11-17,88497.10286936634
2008-11-18,88773.2478942614
2008-11-19,87634.89324283278
2008-11-20,86943.75798690614
2008-11-21,88803.36453527716
2008-11-24,90110.43911461621
2008-11-25,90429.8251766557
2008-11-26,91188.82164816993
2008-11-28,91451.75981241884
2008-12-01,89228.17662457781
2008-12-02,90406.35081833677
2008-12-03,90863.89861672724
2008-12-04,90457.60734816862
2008-12-05,90951.92733560981
2008-12-08,91839.8838682005
2008-12-09,91785.16381270908
2008-12-10,92523.12288968629
2008-12-11,92025.22999060548
2008-12-12,92447.02335805996
2008-12-15,92464.63975764315
2008-12-16,94079.71888400684
2008-12-17,94307.626194654
2008-12-18,93803.85684906066
2008-12-19,93673.62599163948
2008-12-22,93367.42278785445
2008-12-23,92960.8279914899
2008-12-24,93180.57809654035
2008-12-26,93636.27990866257
2008-12-29,93735.3440712715
2008-12-30,94245.55465854697
2008-12-31,94392.6287788806
2009-01-02,94582.86161569384
2009-01-05,94004.35948207203
2009-01-06,94079.4995218773
2009-01-07,93146.9747071631
2009-01-08,93702.568557348
2009-01-09,92928.1310742254
2009-01-12,92113.98553177355
2009-01-13,92158.20607224411
2009-01-14,91332.70478805035
2009-01-15,91494.36793027048
2009-01-16,91932.35210658604
2009-01-20,91133.62885157535
2009-01-21,91670.87257418096
2009-01-22,91286.1045997484
2009-01-23,92069.7785697387
2009-01-26,92184.6488846709
2009-01-27,92626.70944385097
2009-01-28,92880.99686969905
2009-01-29,92374.13706316624
2009-01-30,92271.03475364446
2009-02-02,92055.26117174793
2009-02-03,92092.09685685106
2009-02-04,92030.03295810304
2009-02-05,92462.83397129603
2009-02-06,92855.32203570376
2009-02-09,92644.19652641704
2009-02-10,92285.66060942771
2009-02-11,92919.13218690889
2009-02-12,93067.38089200409
2009-02-13,92509.47047614295
2009-02-17,92539.66076022098
2009-02-18,92679.67111835675
2009-02-19,92010.8840467377
2009-02-20,92320.04222866228
2009-02-23,91626.73482483957
2009-02-24,91786.32082284926
2009-02-25,91137.94810892304
2009-02-26,90649.25340871832
2009-02-27,90244.76884490425
2009-03-02,89320.81247581518
2009-03-03,88743.08133265836
2009-03-04,88962.80290516684
2009-03-05,88890.0551199774
2009-03-06,88860.66616510876
2009-03-09,88240.52935017565
2009-03-10,88864.15535028238
2009-03-11,89271.81946748143
2009-03-12,90460.05620259976
2009-03-13,90603.8452647615
2009-03-16,90158.53524411748
2009-03-17,90711.69501938456
2009-03-18,92001.42804028324
2009-03-19,91828.75011094022
2009-03-20,91235.40382469926
2009-03-23,92491.12123904155
2009-03-24,91853.37600941586
2009-03-25,92230.02491723766
2009-03-26,92922.11503567493
2009-03-27,92307.07410575174
2009-03-30,91462.20395683862
2009-03-31,91691.79723607253
2009-04-01,92389.94590292565
2009-04-02,92875.48335541815
2009-04-03,92836.23582219763
2009-04-06,92096.9359611474
2009-04-07,91585.49711551971
2009-04-08,92030.08370514597
2009-04-09,93125.29799880949
2009-04-13,93498.67219323902
2009-04-14,92978.3643119662
2009-04-15,93165.57974878087
2009-04-16,93409.47666363267
2009-04-17,93306.45595344459
2009-04-20,92328.48715522474
2009-04-21,92809.68728997043
2009-04-22,92860.38174773616
2009-04-23,93235.69585116829
2009-04-24,93794.94716942687
2009-04-27,93363.9486805492
2009-04-28,92857.59042983883
2009-04-29,93592.49230957453
2009-04-30,93565.22191244146
2009-05-01,93558.37601972853
2009-05-04,95133.30349651873
2009-05-05,94865.98429110169
2009-05-06,95599.97492390989
2009-05-07,94694.04837697081
2009-05-08,95652.21736244329
2009-05-11,95167.50248369043
2009-05-12,95182.10482258235
2009-05-13,94182.80980013465
2009-05-14,94635.97135093958
2009-05-15,94388.03982890275
2009-05-18,95100.20243193515
2009-05-19,95241.76669103469
2009-05-20,95446.22569548372
2009-05-21,95055.65502585817
2009-05-22,95012.70355409238
2009-05-26,95899.38666312007
2009-05-27,95183.69781677885
2009-05-28,95936.72315258888
2009-05-29,97114.62435084616
2009-06-01,98896.8024935412
2009-06-02,98742.37644435614
2009-06-03,97800.82260475226
2009-06-04,98835.44973774947
2009-06-05,98266.77771021612
2009-06-08,98023.41059830911
2009-06-09,99198.01941389796
2009-06-10,98787.26418605831
2009-06-11,99027.48081140741
2009-06-12,98586.63471721663
2009-06-15,96541.30335034263
2009-06-16,95377.02265794983
2009-06-17,96205.45764538206
2009-06-18,95807.2695245909
2009-06-19,96879.48757488286
2009-06-22,93496.37994761922
2009-06-23,93466.4955243652
2009-06-24,94871.52111869097
2009-06-25,96995.29446834288
2009-06-26,97019.40625777183
2009-06-29,97429.58547411828
2009-06-30,96945.68025232246
2009-07-01,97387.2224905249
2009-07-02,95104.05609883877
2009-07-06,94521.15074420877
2009-07-07,91998.0003815678
2009-07-08,92174.67437457324
2009-07-09,92425.97036547423
2009-07-10,92754.85748896562
2009-07-13,94827.51919779254
2009-07-14,95198.67342844656
2009-07-15,98236.63731947921
2009-07-16,99233.40867591082
2009-07-17,99742.82891182498
2009-07-20,100960.36220481725
2009-07-21,101616.58298408458
2009-07-22,102244.68777865721
2009-07-23,104170.22415751958
2009-07-24,104209.87537935666
2009-07-27,104417.90806844839
2009-07-28,104266.19106867051
2009-07-29,103935.72075046669
2009-07-30,104890.84661945737
2009-07-31,105198.03622187959
2009-08-03,106694.04707131775
2009-08-04,106779.72662786065
2009-08-05,106031.91160258022
2009-08-06,105192.22769681102
2009-08-07,105672.70344281373
2009-08-10,105458.29168306159
2009-08-11,104570.96280664016
2009-08-12,105723.10890552719
2009-08-13,106771.7858458132
2009-08-14,105794.90229225316
2009-08-17,103914.68347094067
2009-08-18,105094.43296419286
2009-08-19,105764.98628624869
2009-08-20,106648.46005084923
2009-08-21,107828.70565201377
2009-08-24,107714.67401030909
2009-08-25,108018.2836904572
2009-08-26,108195.37931663734
2009-08-27,108386.19251134917
2009-08-28,108838.98334051581
2009-08-31,108025.60028024392
2009-09-01,106012.68445216723
2009-09-02,106107.62751964027
2009-09-03,106863.13662537004
2009-09-04,108375.58272612392
2009-09-08,109453.16912475464
2009-09-09,110369.1999591211
2009-09-10,111645.88793752655
2009-09-11,111513.84181253938
2009-09-14,111695.10220220097
2009-09-15,112160.10209069285
2009-09-16,113278.89913085052
2009-09-17,112980.20841863588
2009-09-18,113114.16297589365
2009-09-21,112901.8746128095
2009-09-22,113627.17677419851
2009-09-23,112949.7210422752
2009-09-24,111549.16565875128
2009-09-25,110787.11564014707
2009-09-28,113100.19073601649
2009-09-29,112632.15823963098
2009-09-30,112733.43171744855
2009-10-01,109708.83142470408
2009-10-02,109081.98749965748
2009-10-05,110551.55885282949
2009-10-06,112188.67404444292
2009-10-07,112511.33160162237
2009-10-08,113154.43949746953
2009-10-09,113328.71707841256
2009-10-12,113690.40482128851
2009-10-13,113721.97140192206
2009-10-14,114795.21245630656
2009-10-15,114582.17234092904
2009-10-16,114026.2861289469
2009-10-19,115014.44251460466
2009-10-20,114698.86688898921
2009-10-21,114027.29675622411
2009-10-22,114792.01517166615
2009-10-23,113747.47624943657
2009-10-26,112869.33131766677
2009-10-27,111412.32663100045
2009-10-28,108519.37376784427
2009-10-29,110880.25772953994
2009-10-30,108386.78162966236
2009-11-02,108845.82260256715
2009-11-03,109279.98318052929
2009-11-04,109463.40156149797
2009-11-05,110868.66909305273
2009-11-06,111085.58844193097
2009-11-09,113439.63772813635
2009-11-10,113487.17429973959
2009-11-11,114271.49037477787
2009-11-12,113210.49386243928
2009-11-13,114266.96606628511
2009-11-16,115986.50300606186
2009-11-17,116270.18022319197
2009-11-18,115846.06690626846
2009-11-19,114250.78373937204
2009-11-20,113865.68980082872
2009-11-23,115311.19689387879
2009-11-24,115158.1341118725
2009-11-25,115867.3717272696
2009-11-27,114436.35074876687
2009-11-30,114730.80759504996
2009-12-01,115767.81121691811
2009-12-02,115936.79290969748
2009-12-03,115368.52685589285
2009-12-04,115344.20383185847
2009-12-07,114955.82744164688
2009-12-08,114013.3117965887
2009-12-09,114756.29645116613
2009-12-10,115128.82946145315
2009-12-11,114918.58070003291
2009-12-14,115958.70961123274
2009-12-15,115338.28856703725
2009-12-16,115759.77455170074
2009-12-17,114122.37896588174
2009-12-18,115766.73082414352
2009-12-21,116385.69675664249
2009-12-22,116784.10783962221
2009-12-23,117499.7760644627
2009-12-24,118376.71280234019
2009-12-28,118828.40017532787
2009-12-29,118507.42887775393
2009-12-30,118681.74753068402
2009-12-31,117721.46807949345
2010-01-04,119655.33832914906
2010-01-05,119834.90159077696
2010-01-06,119482.2683898466
2010-01-07,119581.2884254114
2010-01-08,120306.22688165485
2010-01-11,120111.38387541127
2010-01-12,118537.89379217115
2010-01-13,119956.55521877322
2010-01-14,120316.3326418415
2010-01-15,118787.07581080595
2010-01-19,120760.19507337401
2010-01-20,119125.83155133648
2010-01-21,117545.22191237449
2010-01-22,113838.96486909622
2010-01-25,114466.60840729164
2010-01-26,114222.46249640099
2010-01-27,114858.84802305186
2010-01-28,112305.60398302173
2010-01-29,110920.67242583197
2010-02-01,112355.89501486701
2010-02-02,113479.43728739161
2010-02-03,113282.16001721151
2010-02-04,110431.07207087483
2010-02-05,110853.57036583326
2010-02-08,110026.2216216679
2010-02-09,111407.95137033067
2010-02-10,111043.7855378536
2010-02-11,112307.10513314995
2010-02-12,112436.92155291006
2010-02-16,114089.22589134843
2010-02-17,114508.3129648572
2010-02-18,115183.88529057862
2010-02-19,115218.35840120382
2010-02-22,115055.95098792811
2010-02-23,114324.69265494181
2010-02-24,114975.74855745831
2010-02-25,115121.21878752642
2010-02-26,115430.28418653875
2010-03-01,116779.44704261582
2010-03-02,117071.14464153897
2010-03-03,117176.53201309373
2010-03-04,117576.40393100373
2010-03-05,119079.86730780598
2010-03-08,119136.27996125314
2010-03-09,119544.04554115408
2010-03-10,120140.16717639769
2010-03-11,120616.3334289162
2010-03-12,120679.15172863044
2010-03-15,120485.52527328732
2010-03-16,121684.75199040413
2010-03-17,122185.67809693085
2010-03-18,122323.70727878298
2010-03-19,121460.07394006479
2010-03-22,122431.38084200787
2010-03-23,123343.62143865047
2010-03-24,122260.25943012317
2010-03-25,122110.42701374216
2010-03-26,122374.43072754444
2010-03-29,122922.27256318272
2010-03-30,123140.56847218047
2010-03-31,122765.50314894022
2010-04-01,123173.57088874163
2010-04-05,124195.46877507817
2010-04-06,124526.25164244097
2010-04-07,124353.18765037366
2010-04-08,124724.66255649335
2010-04-09,125576.34092848636
2010-04-12,125673.09937931303
2010-04-13,126110.42892817693
2010-04-14,127572.53344360841
2010-04-15,128030.0116205861
2010-04-16,126246.49688345852
2010-04-19,126318.17515466556
2010-04-20,127245.4335452191
2010-04-21,127802.87810182197
2010-04-22,128473.53711245533
2010-04-23,129143.73775150828
2010-04-26,128952.5731667531
2010-04-27,126414.68216125524
2010-04-28,126559.73921553719
2010-04-29,128905.84335102068
2010-04-30,126737.47342766792
2010-05-03,128818.0185456375
2010-05-04,125357.94423502737
2010-05-05,124419.2366136457
2010-05-06,120293.05440596893
2010-05-07,117314.02918126865
2010-05-10,121903.14183273521
2010-05-11,121917.69927024789
2010-05-12,123983.55808759641
2010-05-13,122144.80385425575
2010-05-14,120106.00474980466
2010-05-17,120346.36599873987
2010-05-18,118515.76925344157
2010-05-19,117380.51178218763
2010-05-20,112761.25603659143
2010-05-21,113675.34961436907
2010-05-24,113070.47012015243
2010-05-25,113315.45086800668
2010-05-26,113014.21477448639
2010-05-27,115297.53050633048
2010-05-28,114398.64290066458
2010-06-01,113449.32542708372
2010-06-02,114231.76014568779
2010-06-03,114233.33926696211
2010-06-04,112372.32994726891
2010-06-07,112413.93449171018
2010-06-08,112517.37985632724
2010-06-09,112243.8535932896
2010-06-10,112712.56514861059
2010-06-11,113231.93342481817
2010-06-14,113034.98067712045
2010-06-15,114009.89049703241
2010-06-16,114044.86341518979
2010-06-17,114643.43090621267
2010-06-18,114895.44006908049
2010-06-21,113905.53675195313
2010-06-22,113315.7206638481
2010-06-23,113168.5943377892
2010-06-24,112474.90276700236
2010-06-25,112952.54727608815
2010-06-28,112604.1356602602
2010-06-29,111772.8359610324
2010-06-30,111512.83016984488
2010-07-01,110439.61654209331
2010-07-02,110422.24306721176
2010-07-06,110204.16761326062
2010-07-07,111090.71432047233
2010-07-08,111142.97662073749
2010-07-09,111525.38992593033
2010-07-12,111324.0376455259
2010-07-13,111891.77924444113
2010-07-14,111984.02019241868
2010-07-15,111997.90490014202
2010-07-16,110974.19122678274
2010-07-19,110896.21482301259
2010-07-20,111408.47880938661
2010-07-21,111042.29849835353
2010-07-22,111801.39255013232
2010-07-23,111802.9378819925
2010-07-26,112044.40560165973
2010-07-27,111450.23175630602
2010-07-28,111246.29355950253
2010-07-29,111214.69961682003
2010-07-30,111575.11594555379
2010-08-02,112209.93776995322
2010-08-03,112161.17187819126
2010-08-04,112509.356925479
2010-08-05,112542.33730962941
2010-08-06,112677.35985275845
2010-08-09,112843.09490960343
2010-08-10,112498.2755801662
2010-08-11,110982.45297203999
2010-08-12,110844.51654403064
2010-08-13,110713.29703448348
2010-08-16,111179.3309186544
2010-08-17,111601.45550584816
2010-08-18,111786.11504261314
2010-08-19,111347.57920152022
2010-08-20,111159.79073397795
2010-08-23,110902.14566667782
2010-08-24,110581.85289063316
2010-08-25,110861.84826240917
2010-08-26,110743.04155507991
2010-08-27,111031.67356565737
2010-08-30,110761.03969898127
2010-08-31,111015.6276073587
2010-09-01,111661.46451775187
2010-09-02,111937.13559438114
2010-09-03,112177.36507743655
2010-09-07,112146.50182685796
2010-09-08,112313.39107090414
2010-09-09,112049.66688078825
2010-09-10,112182.01281270388
2010-09-13,113238.85184716663
2010-09-14,113990.04312823189
2010-09-15,114149.3372205909
2010-09-16,114287.42923239456
2010-09-17,114518.53057127816
2010-09-20,115962.33877422613
2010-09-21,116211.57988018391
2010-09-22,116082.68173629424
2010-09-23,115818.47717705654
2010-09-24,117442.808387475
2010-09-27,117253.15306928748
2010-09-28,117710.17489470963
2010-09-29,117500.32334823324
2010-09-30,117176.34360588805
2010-10-01,117174.32499774543
2010-10-04,115902.9647309664
2010-10-05,119059.93100740048
2010-10-06,118664.77505642148
2010-10-07,118664.36813699262
2010-10-08,119641.23738307744
2010-10-11,119790.07313024312
2010-10-12,120285.73589537421
2010-10-13,121272.13952587967
2010-10-14,120954.22479854868
2010-10-15,122213.73460468714
2010-10-18,122451.6532798616
2010-10-19,120615.34220696574
2010-10-20,121877.04569686663
2010-10-21,121783.86412973836
2010-10-22,122466.90640815762
2010-10-25,123106.67222883354
2010-10-26,123137.01183082168
2010-10-27,122898.12830119394
2010-10-28,123310.2361056389
2010-10-29,123447.80868068966
2010-11-01,123316.55366286384
2010-11-02,124753.03269328453
2010-11-03,125014.66806163802
2010-11-04,127325.66827143203
2010-11-05,127278.22744622256
2010-11-08,127415.09802318417
2010-11-09,126221.19455049693
2010-11-10,126632.89395763009
2010-11-11,126151.64740269497
2010-11-12,123533.7765504083
2010-11-15,122841.4488876756
2010-11-16,120548.60548113135
2010-11-17,120761.04471549332
2010-11-18,123165.75456680183
2010-11-19,123406.78032700982
2010-11-22,124073.45283616667
2010-11-23,122306.58908752931
2010-11-24,124274.52633873952
2010-11-26,123300.16134809394
2010-11-29,123424.78678630834
2010-11-30,122398.51150135846
2010-12-01,125253.18185598415
2010-12-02,126715.01424814375
2010-12-03,127260.44883905693
2010-12-06,127419.46541485983
2010-12-07,127113.65373545281
2010-12-08,127407.58679474579
2010-12-09,127695.29222492885
2010-12-10,128237.84658485596
2010-12-13,128001.08657019533
2010-12-14,127854.73628913984
2010-12-15,127128.29812969072
2010-12-16,127676.56462290531
2010-12-17,128070.29694142342
2010-12-20,128207.19848869595
2010-12-21,128899.8384024509
2010-12-22,128893.6637997374
2010-12-23,128674.52460120303
2010-12-27,128840.66119190161
2010-12-28,128734.21147792245
2010-12-29,129121.70514599112
2010-12-30,128845.33702885
2010-12-31,128965.95412155509
2011-01-03,130205.63294238727
2011-01-04,129727.05899821929
2011-01-05,130037.16673878932
2011-01-06,129860.40568528438
2011-01-07,129724.68267479727
2011-01-10,129982.97140215334
2011-01-11,130261.81807214968
2011-01-12,131218.68754906577
2011-01-13,131139.62249719744
2011-01-14,131885.14607880972
2011-01-18,132191.42326852534
2011-01-19,130907.99394682332
2011-01-20,129983.02949750723
2011-01-21,129775.86366238467
2011-01-24,130763.56534226144
2011-01-25,130891.41147456787
2011-01-26,131428.89149344005
2011-01-27,131590.8185744929
2011-01-28,128903.5835935597
2011-01-31,129360.37668299166
2011-02-01,131037.25707559893
2011-02-02,130987.98960582918
2011-02-03,131068.95788449989
2011-02-04,131403.16908696125
2011-02-07,131821.52517939016
2011-02-08,132213.85708999928
2011-02-09,132131.3189059314
2011-02-10,132043.16495146716
2011-02-11,132924.49802881468
2011-02-14,133341.75904158247
2011-02-15,133049.69119653216
2011-02-16,133938.95012261602
2011-02-17,134389.8781339954
2011-02-18,134299.30541095606
2011-02-22,132128.70965907557
2011-02-23,131268.5566118829
2011-02-24,131643.53341308513
2011-02-25,133548.31498131983
2011-02-28,133824.8844956065
2011-03-01,132349.81480352825
2011-03-02,132644.17214800147
2011-03-03,133890.17668221254
2011-03-04,133576.12258597824
2011-03-07,131978.20066545316
2011-03-08,132332.1782127158
2011-03-09,131982.73000873454
2011-03-10,130489.17009636664
2011-03-11,131053.42234217384
2011-03-14,130553.41451445091
2011-03-15,128993.9112372449
2011-03-16,126916.34163783777
2011-03-17,128172.04397641652
2011-03-18,128490.23732425059
2011-03-21,130302.64653694662
2011-03-22,130067.96597556495
2011-03-23,130566.9799955007
2011-03-24,131416.435579698
2011-03-25,131528.76008386578
2011-03-28,131082.73473710765
2011-03-29,131560.3990972754
2011-03-30,132236.35544236074
2011-03-31,132306.19152021676
2011-04-01,132511.26659844583
2011-04-04,132437.85482538823
2011-04-05,132726.6645151367
2011-04-06,132936.65455595875
2011-04-07,132733.59130979166
2011-04-08,132315.42956946144
2011-04-11,131803.40860317927
2011-04-12,130923.43616680859
2011-04-13,131447.46948013117
2011-04-14,131594.87834399
2011-04-15,132037.28803766877
2011-04-18,130936.84115484865
2011-04-19,131599.7933217001
2011-04-20,133405.6665679717
2011-04-21,134181.8133146271
2011-04-25,134332.23838228572
2011-04-26,135317.41048149078
2011-04-27,136353.58158513706
2011-04-28,136589.702424435
2011-04-29,136874.22431606657
2011-05-02,136468.96662317208
2011-05-03,135821.91436070716
2011-05-04,135239.63595014942
2011-05-05,133800.85376003722
2011-05-06,134324.30849166872
2011-05-09,135098.9479187084
2011-05-10,136306.67729650892
2011-05-11,134968.57836021855
2011-05-12,135590.03544962918
2011-05-13,134413.553113558
2011-05-16,133014.5784400016
2011-05-17,133030.29437916796
2011-05-18,134051.33777491993
2011-05-19,134245.17491707322
2011-05-20,133595.63593859188
2011-05-23,131707.57340208045
2011-05-24,131446.23919476982
2011-05-25,131790.21575960313
2011-05-26,132513.6271343912
2011-05-27,133137.06406379523
2011-05-31,134102.57768392583
2011-06-01,131641.24295216962
2011-06-02,131524.80484382503
2011-06-03,130247.05239236786
2011-06-06,129201.01279702007
2011-06-07,129255.4529334483
2011-06-08,128252.17938270571
2011-06-09,128698.19853667756
2011-06-10,127105.90722985833
2011-06-13,126837.19808777102
2011-06-14,127993.04118881912
2011-06-15,126432.34965124857
2011-06-16,126231.99665301981
2011-06-17,126398.11114324653
2011-06-20,126846.59442667807
2011-06-21,128167.3234814772
2011-06-22,127654.07606676711
2011-06-23,127579.11767774253
2011-06-24,126368.36935434797
2011-06-27,126869.45583339645
2011-06-28,127776.4700258117
2011-06-29,128224.53329652059
2011-06-30,128945.04710442325
2011-07-01,129998.63571313622
2011-07-05,130219.27764404501
2011-07-06,130484.36741328536
2011-07-07,131950.7639560244
2011-07-08,131545.09665867832
2011-07-11,129578.02830909644
2011-07-12,128942.64262903098
2011-07-13,129650.21512703199
2011-07-14,128114.76713911106
2011-07-15,129488.41438891146
2011-07-18,128473.44147818272
2011-07-19,130905.98375205518
2011-07-20,130601.54070600055
2011-07-21,131727.1758054361
2011-07-22,132561.42902488558
2011-07-25,132040.34992616167
2011-07-26,132106.4185930305
2011-07-27,129204.53746741102
2011-07-28,129167.30834987551
2011-07-29,128919.90031437611
2011-08-01,128328.37480374426
2011-08-02,126479.91637081702
2011-08-03,126710.6748691515
2011-08-04,124698.39894482683
2011-08-05,124365.61786660111
2011-08-08,123589.08547999259
2011-08-09,125400.30286507898
2011-08-10,125389.38618832122
2011-08-11,125457.41113432356
2011-08-12,125726.80221454891
2011-08-15,126460.85439014375
2011-08-16,126683.28574224692
2011-08-17,126992.46469632625
